Dátum,Termék,Kategória,Eladott mennyiség (db),Egységár (Ft),Napi árbevétel (Ft),Év,Hónap,Hét napja
2024-02-01,Fonott kalács,Kenyér,16,1295,20720,2024,2,Thursday
2024-02-01,Mákos rétes,Édesség,45,380,17100,2024,2,Thursday
2024-02-01,Diós rétes,Édesség,44,380,16720,2024,2,Thursday
2024-02-01,Muffin,Édesség,40,410,16400,2024,2,Thursday
2024-02-01,Szendvics,Egyéb,21,960,20160,2024,2,Thursday
2024-02-01,Baguette,Kenyér,20,700,14000,2024,2,Thursday
2024-02-02,Fehér kenyér,Kenyér,60,865,51900,2024,2,Friday
2024-02-02,Félbarna kenyér,Kenyér,45,920,41400,2024,2,Friday
2024-02-02,Teljes kiőrlésű kenyér,Kenyér,30,1025,30750,2024,2,Friday
2024-02-02,Zsemle (db),Pékáru,405,95,38475,2024,2,Friday
2024-02-02,Kifli (db),Pékáru,340,90,30600,2024,2,Friday
2024-02-02,Vajas croissant,Édesség,74,485,35890,2024,2,Friday
2024-02-02,Csokis croissant,Édesség,58,530,30740,2024,2,Friday
2024-02-02,Túrós batyu,Édesség,65,455,29575,2024,2,Friday
2024-02-02,Sajtos pogácsa,Pékáru,182,160,29120,2024,2,Friday
2024-02-02,Fonott kalács,Kenyér,18,1295,23310,2024,2,Friday
2024-02-02,Mákos rétes,Édesség,54,380,20520,2024,2,Friday
2024-02-02,Diós rétes,Édesség,53,380,20140,2024,2,Friday
2024-02-02,Muffin,Édesség,49,410,20090,2024,2,Friday
2024-02-02,Szendvics,Egyéb,27,960,25920,2024,2,Friday
2024-02-02,Baguette,Kenyér,26,700,18200,2024,2,Friday
2024-02-03,Fehér kenyér,Kenyér,80,865,69200,2024,2,Saturday
2024-02-03,Félbarna kenyér,Kenyér,54,920,49680,2024,2,Saturday
2024-02-03,Teljes kiőrlésű kenyér,Kenyér,37,1025,37925,2024,2,Saturday
2024-02-03,Zsemle (db),Pékáru,498,95,47310,2024,2,Saturday
2024-02-03,Kifli (db),Pékáru,506,90,45540,2024,2,Saturday
2024-02-03,Vajas croissant,Édesség,86,485,41710,2024,2,Saturday
2024-02-03,Csokis croissant,Édesség,75,530,39750,2024,2,Saturday
2024-02-03,Túrós batyu,Édesség,76,455,34580,2024,2,Saturday
2024-02-03,Sajtos pogácsa,Pékáru,222,160,35520,2024,2,Saturday
2024-02-03,Fonott kalács,Kenyér,23,1295,29785,2024,2,Saturday
2024-02-03,Mákos rétes,Édesség,73,380,27740,2024,2,Saturday
2024-02-03,Diós rétes,Édesség,69,380,26220,2024,2,Saturday
2024-02-03,Muffin,Édesség,63,410,25830,2024,2,Saturday
2024-02-03,Szendvics,Egyéb,32,960,30720,2024,2,Saturday
2024-02-03,Baguette,Kenyér,34,700,23800,2024,2,Saturday
2024-02-05,Fehér kenyér,Kenyér,49,865,42385,2024,2,Monday
2024-02-05,Félbarna kenyér,Kenyér,35,920,32200,2024,2,Monday
2024-02-05,Teljes kiőrlésű kenyér,Kenyér,24,1025,24600,2024,2,Monday
2024-02-05,Zsemle (db),Pékáru,312,95,29640,2024,2,Monday
2024-02-05,Kifli (db),Pékáru,309,90,27810,2024,2,Monday
2024-02-05,Vajas croissant,Édesség,55,485,26675,2024,2,Monday
2024-02-05,Csokis croissant,Édesség,46,530,24380,2024,2,Monday
2024-02-05,Túrós batyu,Édesség,47,455,21385,2024,2,Monday
2024-02-05,Sajtos pogácsa,Pékáru,143,160,22880,2024,2,Monday
2024-02-05,Fonott kalács,Kenyér,15,1295,19425,2024,2,Monday
2024-02-05,Mákos rétes,Édesség,49,380,18620,2024,2,Monday
2024-02-05,Diós rétes,Édesség,48,380,18240,2024,2,Monday
2024-02-05,Muffin,Édesség,43,410,17630,2024,2,Monday
2024-02-05,Szendvics,Egyéb,20,960,19200,2024,2,Monday
2024-02-05,Baguette,Kenyér,21,700,14700,2024,2,Monday
2024-02-06,Fehér kenyér,Kenyér,45,865,38925,2024,2,Tuesday
2024-02-06,Félbarna kenyér,Kenyér,32,920,29440,2024,2,Tuesday
2024-02-06,Teljes kiőrlésű kenyér,Kenyér,22,1025,22550,2024,2,Tuesday
2024-02-06,Zsemle (db),Pékáru,288,95,27360,2024,2,Tuesday
2024-02-06,Kifli (db),Pékáru,256,90,23040,2024,2,Tuesday
2024-02-06,Vajas croissant,Édesség,56,485,27160,2024,2,Tuesday
2024-02-06,Csokis croissant,Édesség,48,530,25440,2024,2,Tuesday
2024-02-06,Túrós batyu,Édesség,43,455,19565,2024,2,Tuesday
2024-02-06,Sajtos pogácsa,Pékáru,143,160,22880,2024,2,Tuesday
2024-02-06,Fonott kalács,Kenyér,13,1295,16835,2024,2,Tuesday
2024-02-06,Mákos rétes,Édesség,42,380,15960,2024,2,Tuesday
2024-02-06,Diós rétes,Édesség,43,380,16340,2024,2,Tuesday
2024-02-06,Muffin,Édesség,39,410,15990,2024,2,Tuesday
2024-02-06,Szendvics,Egyéb,19,960,18240,2024,2,Tuesday
2024-02-06,Baguette,Kenyér,19,700,13300,2024,2,Tuesday
2024-02-07,Fehér kenyér,Kenyér,52,865,44980,2024,2,Wednesday
2024-02-07,Félbarna kenyér,Kenyér,38,920,34960,2024,2,Wednesday
2024-02-07,Teljes kiőrlésű kenyér,Kenyér,23,1025,23575,2024,2,Wednesday
2024-02-07,Zsemle (db),Pékáru,327,95,31065,2024,2,Wednesday
2024-02-07,Kifli (db),Pékáru,321,90,28890,2024,2,Wednesday
2024-02-07,Vajas croissant,Édesség,59,485,28615,2024,2,Wednesday
2024-02-07,Csokis croissant,Édesség,46,530,24380,2024,2,Wednesday
2024-02-07,Túrós batyu,Édesség,52,455,23660,2024,2,Wednesday
2024-02-07,Sajtos pogácsa,Pékáru,152,160,24320,2024,2,Wednesday
2024-02-07,Fonott kalács,Kenyér,15,1295,19425,2024,2,Wednesday
2024-02-07,Mákos rétes,Édesség,45,380,17100,2024,2,Wednesday
2024-02-07,Diós rétes,Édesség,48,380,18240,2024,2,Wednesday
2024-02-07,Muffin,Édesség,43,410,17630,2024,2,Wednesday
2024-02-07,Szendvics,Egyéb,21,960,20160,2024,2,Wednesday
2024-02-07,Baguette,Kenyér,20,700,14000,2024,2,Wednesday
2024-02-08,Fehér kenyér,Kenyér,53,865,45845,2024,2,Thursday
2024-02-08,Félbarna kenyér,Kenyér,36,920,33120,2024,2,Thursday
2024-02-08,Teljes kiőrlésű kenyér,Kenyér,27,1025,27675,2024,2,Thursday
2024-02-08,Zsemle (db),Pékáru,334,95,31730,2024,2,Thursday
2024-02-08,Kifli (db),Pékáru,343,90,30870,2024,2,Thursday
2024-02-08,Vajas croissant,Édesség,61,485,29585,2024,2,Thursday
2024-02-08,Csokis croissant,Édesség,51,530,27030,2024,2,Thursday
2024-02-08,Túrós batyu,Édesség,50,455,22750,2024,2,Thursday
2024-02-08,Sajtos pogácsa,Pékáru,158,160,25280,2024,2,Thursday
2024-02-08,Fonott kalács,Kenyér,20,1295,25900,2024,2,Thursday
2024-02-08,Mákos rétes,Édesség,48,380,18240,2024,2,Thursday
2024-02-08,Diós rétes,Édesség,50,380,19000,2024,2,Thursday
2024-02-08,Muffin,Édesség,47,410,19270,2024,2,Thursday
2024-02-08,Szendvics,Egyéb,21,960,20160,2024,2,Thursday
2024-02-08,Baguette,Kenyér,21,700,14700,2024,2,Thursday
2024-02-09,Fehér kenyér,Kenyér,60,865,51900,2024,2,Friday
2024-02-09,Félbarna kenyér,Kenyér,41,920,37720,2024,2,Friday
2024-02-09,Teljes kiőrlésű kenyér,Kenyér,29,1025,29725,2024,2,Friday
2024-02-09,Zsemle (db),Pékáru,379,95,36005,2024,2,Friday
2024-02-09,Kifli (db),Pékáru,372,90,33480,2024,2,Friday
2024-02-09,Vajas croissant,Édesség,67,485,32495,2024,2,Friday
2024-02-09,Csokis croissant,Édesség,56,530,29680,2024,2,Friday
2024-02-09,Túrós batyu,Édesség,66,455,30030,2024,2,Friday
2024-02-09,Sajtos pogácsa,Pékáru,174,160,27840,2024,2,Friday
2024-02-09,Fonott kalács,Kenyér,18,1295,23310,2024,2,Friday
2024-02-09,Mákos rétes,Édesség,53,380,20140,2024,2,Friday
2024-02-09,Diós rétes,Édesség,61,380,23180,2024,2,Friday
2024-02-09,Muffin,Édesség,52,410,21320,2024,2,Friday
2024-02-09,Szendvics,Egyéb,26,960,24960,2024,2,Friday
2024-02-09,Baguette,Kenyér,24,700,16800,2024,2,Friday
2024-02-10,Fehér kenyér,Kenyér,69,865,59685,2024,2,Saturday
2024-02-10,Félbarna kenyér,Kenyér,53,920,48760,2024,2,Saturday
2024-02-10,Teljes kiőrlésű kenyér,Kenyér,34,1025,34850,2024,2,Saturday
2024-02-10,Zsemle (db),Pékáru,446,95,42370,2024,2,Saturday
2024-02-10,Kifli (db),Pékáru,424,90,38160,2024,2,Saturday
2024-02-10,Vajas croissant,Édesség,84,485,40740,2024,2,Saturday
2024-02-10,Csokis croissant,Édesség,70,530,37100,2024,2,Saturday
2024-02-10,Túrós batyu,Édesség,70,455,31850,2024,2,Saturday
2024-02-10,Sajtos pogácsa,Pékáru,188,160,30080,2024,2,Saturday
2024-02-10,Fonott kalács,Kenyér,21,1295,27195,2024,2,Saturday
2024-02-10,Mákos rétes,Édesség,70,380,26600,2024,2,Saturday
2024-02-10,Diós rétes,Édesség,65,380,24700,2024,2,Saturday
2024-02-10,Muffin,Édesség,64,410,26240,2024,2,Saturday
2024-02-10,Szendvics,Egyéb,30,960,28800,2024,2,Saturday
2024-02-10,Baguette,Kenyér,28,700,19600,2024,2,Saturday
2024-02-12,Fehér kenyér,Kenyér,54,865,46710,2024,2,Monday
2024-02-12,Félbarna kenyér,Kenyér,38,920,34960,2024,2,Monday
2024-02-12,Teljes kiőrlésű kenyér,Kenyér,26,1025,26650,2024,2,Monday
2024-02-12,Zsemle (db),Pékáru,334,95,31730,2024,2,Monday
2024-02-12,Kifli (db),Pékáru,343,90,30870,2024,2,Monday
2024-02-12,Vajas croissant,Édesség,62,485,30070,2024,2,Monday
2024-02-12,Csokis croissant,Édesség,51,530,27030,2024,2,Monday
2024-02-12,Túrós batyu,Édesség,58,455,26390,2024,2,Monday
2024-02-12,Sajtos pogácsa,Pékáru,146,160,23360,2024,2,Monday
2024-02-12,Fonott kalács,Kenyér,16,1295,20720,2024,2,Monday
2024-02-12,Mákos rétes,Édesség,47,380,17860,2024,2,Monday
2024-02-12,Diós rétes,Édesség,51,380,19380,2024,2,Monday
2024-02-12,Muffin,Édesség,46,410,18860,2024,2,Monday
2024-02-12,Szendvics,Egyéb,22,960,21120,2024,2,Monday
2024-02-12,Baguette,Kenyér,22,700,15400,2024,2,Monday
2024-02-13,Fehér kenyér,Kenyér,43,865,37195,2024,2,Tuesday
2024-02-13,Félbarna kenyér,Kenyér,32,920,29440,2024,2,Tuesday
2024-02-13,Teljes kiőrlésű kenyér,Kenyér,20,1025,20500,2024,2,Tuesday
2024-02-13,Zsemle (db),Pékáru,301,95,28595,2024,2,Tuesday
2024-02-13,Kifli (db),Pékáru,248,90,22320,2024,2,Tuesday
2024-02-13,Vajas croissant,Édesség,46,485,22310,2024,2,Tuesday
2024-02-13,Csokis croissant,Édesség,40,530,21200,2024,2,Tuesday
2024-02-13,Túrós batyu,Édesség,41,455,18655,2024,2,Tuesday
2024-02-13,Sajtos pogácsa,Pékáru,115,160,18400,2024,2,Tuesday
2024-02-13,Fonott kalács,Kenyér,14,1295,18130,2024,2,Tuesday
2024-02-13,Mákos rétes,Édesség,40,380,15200,2024,2,Tuesday
2024-02-13,Diós rétes,Édesség,39,380,14820,2024,2,Tuesday
2024-02-13,Muffin,Édesség,35,410,14350,2024,2,Tuesday
2024-02-13,Szendvics,Egyéb,17,960,16320,2024,2,Tuesday
2024-02-13,Baguette,Kenyér,17,700,11900,2024,2,Tuesday
2024-02-14,Fehér kenyér,Kenyér,44,865,38060,2024,2,Wednesday
2024-02-14,Félbarna kenyér,Kenyér,32,920,29440,2024,2,Wednesday
2024-02-14,Teljes kiőrlésű kenyér,Kenyér,21,1025,21525,2024,2,Wednesday
2024-02-14,Zsemle (db),Pékáru,258,95,24510,2024,2,Wednesday
2024-02-14,Kifli (db),Pékáru,269,90,24210,2024,2,Wednesday
2024-02-14,Vajas croissant,Édesség,48,485,23280,2024,2,Wednesday
2024-02-14,Csokis croissant,Édesség,42,530,22260,2024,2,Wednesday
2024-02-14,Túrós batyu,Édesség,40,455,18200,2024,2,Wednesday
2024-02-14,Sajtos pogácsa,Pékáru,121,160,19360,2024,2,Wednesday
2024-02-14,Fonott kalács,Kenyér,12,1295,15540,2024,2,Wednesday
2024-02-14,Mákos rétes,Édesség,37,380,14060,2024,2,Wednesday
2024-02-14,Diós rétes,Édesség,37,380,14060,2024,2,Wednesday
2024-02-14,Muffin,Édesség,36,410,14760,2024,2,Wednesday
2024-02-14,Szendvics,Egyéb,19,960,18240,2024,2,Wednesday
2024-02-14,Baguette,Kenyér,18,700,12600,2024,2,Wednesday
2024-02-15,Fehér kenyér,Kenyér,49,865,42385,2024,2,Thursday
2024-02-15,Félbarna kenyér,Kenyér,35,920,32200,2024,2,Thursday
2024-02-15,Teljes kiőrlésű kenyér,Kenyér,24,1025,24600,2024,2,Thursday
2024-02-15,Zsemle (db),Pékáru,290,95,27550,2024,2,Thursday
2024-02-15,Kifli (db),Pékáru,289,90,26010,2024,2,Thursday
2024-02-15,Vajas croissant,Édesség,56,485,27160,2024,2,Thursday
2024-02-15,Csokis croissant,Édesség,47,530,24910,2024,2,Thursday
2024-02-15,Túrós batyu,Édesség,51,455,23205,2024,2,Thursday
2024-02-15,Sajtos pogácsa,Pékáru,128,160,20480,2024,2,Thursday
2024-02-15,Fonott kalács,Kenyér,17,1295,22015,2024,2,Thursday
2024-02-15,Mákos rétes,Édesség,40,380,15200,2024,2,Thursday
2024-02-15,Diós rétes,Édesség,45,380,17100,2024,2,Thursday
2024-02-15,Muffin,Édesség,40,410,16400,2024,2,Thursday
2024-02-15,Szendvics,Egyéb,19,960,18240,2024,2,Thursday
2024-02-15,Baguette,Kenyér,24,700,16800,2024,2,Thursday
2024-02-16,Fehér kenyér,Kenyér,61,865,52765,2024,2,Friday
2024-02-16,Félbarna kenyér,Kenyér,42,920,38640,2024,2,Friday
2024-02-16,Teljes kiőrlésű kenyér,Kenyér,29,1025,29725,2024,2,Friday
2024-02-16,Zsemle (db),Pékáru,420,95,39900,2024,2,Friday
2024-02-16,Kifli (db),Pékáru,370,90,33300,2024,2,Friday
2024-02-16,Vajas croissant,Édesség,68,485,32980,2024,2,Friday
2024-02-16,Csokis croissant,Édesség,61,530,32330,2024,2,Friday
2024-02-16,Túrós batyu,Édesség,62,455,28210,2024,2,Friday
2024-02-16,Sajtos pogácsa,Pékáru,183,160,29280,2024,2,Friday
2024-02-16,Fonott kalács,Kenyér,19,1295,24605,2024,2,Friday
2024-02-16,Mákos rétes,Édesség,62,380,23560,2024,2,Friday
2024-02-16,Diós rétes,Édesség,54,380,20520,2024,2,Friday
2024-02-16,Muffin,Édesség,49,410,20090,2024,2,Friday
2024-02-16,Szendvics,Egyéb,27,960,25920,2024,2,Friday
2024-02-16,Baguette,Kenyér,27,700,18900,2024,2,Friday
2024-02-17,Fehér kenyér,Kenyér,75,865,64875,2024,2,Saturday
2024-02-17,Félbarna kenyér,Kenyér,55,920,50600,2024,2,Saturday
2024-02-17,Teljes kiőrlésű kenyér,Kenyér,41,1025,42025,2024,2,Saturday
2024-02-17,Zsemle (db),Pékáru,458,95,43510,2024,2,Saturday
2024-02-17,Kifli (db),Pékáru,491,90,44190,2024,2,Saturday
2024-02-17,Vajas croissant,Édesség,89,485,43165,2024,2,Saturday
2024-02-17,Csokis croissant,Édesség,70,530,37100,2024,2,Saturday
2024-02-17,Túrós batyu,Édesség,81,455,36855,2024,2,Saturday
2024-02-17,Sajtos pogácsa,Pékáru,201,160,32160,2024,2,Saturday
2024-02-17,Fonott kalács,Kenyér,24,1295,31080,2024,2,Saturday
2024-02-17,Mákos rétes,Édesség,68,380,25840,2024,2,Saturday
2024-02-17,Diós rétes,Édesség,67,380,25460,2024,2,Saturday
2024-02-17,Muffin,Édesség,60,410,24600,2024,2,Saturday
2024-02-17,Szendvics,Egyéb,37,960,35520,2024,2,Saturday
2024-02-17,Baguette,Kenyér,31,700,21700,2024,2,Saturday
2024-02-19,Fehér kenyér,Kenyér,56,865,48440,2024,2,Monday
2024-02-19,Félbarna kenyér,Kenyér,44,920,40480,2024,2,Monday
2024-02-19,Teljes kiőrlésű kenyér,Kenyér,30,1025,30750,2024,2,Monday
2024-02-19,Zsemle (db),Pékáru,378,95,35910,2024,2,Monday
2024-02-19,Kifli (db),Pékáru,363,90,32670,2024,2,Monday
2024-02-19,Vajas croissant,Édesség,68,485,32980,2024,2,Monday
2024-02-19,Csokis croissant,Édesség,59,530,31270,2024,2,Monday
2024-02-19,Túrós batyu,Édesség,61,455,27755,2024,2,Monday
2024-02-19,Sajtos pogácsa,Pékáru,174,160,27840,2024,2,Monday
2024-02-19,Fonott kalács,Kenyér,19,1295,24605,2024,2,Monday
2024-02-19,Mákos rétes,Édesség,58,380,22040,2024,2,Monday
2024-02-19,Diós rétes,Édesség,60,380,22800,2024,2,Monday
2024-02-19,Muffin,Édesség,49,410,20090,2024,2,Monday
2024-02-19,Szendvics,Egyéb,25,960,24000,2024,2,Monday
2024-02-19,Baguette,Kenyér,22,700,15400,2024,2,Monday
2024-02-20,Fehér kenyér,Kenyér,55,865,47575,2024,2,Tuesday
2024-02-20,Félbarna kenyér,Kenyér,37,920,34040,2024,2,Tuesday
2024-02-20,Teljes kiőrlésű kenyér,Kenyér,28,1025,28700,2024,2,Tuesday
2024-02-20,Zsemle (db),Pékáru,330,95,31350,2024,2,Tuesday
2024-02-20,Kifli (db),Pékáru,332,90,29880,2024,2,Tuesday
2024-02-20,Vajas croissant,Édesség,60,485,29100,2024,2,Tuesday
2024-02-20,Csokis croissant,Édesség,49,530,25970,2024,2,Tuesday
2024-02-20,Túrós batyu,Édesség,54,455,24570,2024,2,Tuesday
2024-02-20,Sajtos pogácsa,Pékáru,159,160,25440,2024,2,Tuesday
2024-02-20,Fonott kalács,Kenyér,16,1295,20720,2024,2,Tuesday
2024-02-20,Mákos rétes,Édesség,53,380,20140,2024,2,Tuesday
2024-02-20,Diós rétes,Édesség,46,380,17480,2024,2,Tuesday
2024-02-20,Muffin,Édesség,49,410,20090,2024,2,Tuesday
2024-02-20,Szendvics,Egyéb,22,960,21120,2024,2,Tuesday
2024-02-20,Baguette,Kenyér,23,700,16100,2024,2,Tuesday
2024-02-21,Fehér kenyér,Kenyér,47,865,40655,2024,2,Wednesday
2024-02-21,Félbarna kenyér,Kenyér,34,920,31280,2024,2,Wednesday
2024-02-21,Teljes kiőrlésű kenyér,Kenyér,24,1025,24600,2024,2,Wednesday
2024-02-21,Zsemle (db),Pékáru,321,95,30495,2024,2,Wednesday
2024-02-21,Kifli (db),Pékáru,295,90,26550,2024,2,Wednesday
2024-02-21,Vajas croissant,Édesség,54,485,26190,2024,2,Wednesday
2024-02-21,Csokis croissant,Édesség,46,530,24380,2024,2,Wednesday
2024-02-21,Túrós batyu,Édesség,53,455,24115,2024,2,Wednesday
2024-02-21,Sajtos pogácsa,Pékáru,139,160,22240,2024,2,Wednesday
2024-02-21,Fonott kalács,Kenyér,15,1295,19425,2024,2,Wednesday
2024-02-21,Mákos rétes,Édesség,45,380,17100,2024,2,Wednesday
2024-02-21,Diós rétes,Édesség,42,380,15960,2024,2,Wednesday
2024-02-21,Muffin,Édesség,45,410,18450,2024,2,Wednesday
2024-02-21,Szendvics,Egyéb,22,960,21120,2024,2,Wednesday
2024-02-21,Baguette,Kenyér,19,700,13300,2024,2,Wednesday
2024-02-22,Fehér kenyér,Kenyér,54,865,46710,2024,2,Thursday
2024-02-22,Félbarna kenyér,Kenyér,38,920,34960,2024,2,Thursday
2024-02-22,Teljes kiőrlésű kenyér,Kenyér,26,1025,26650,2024,2,Thursday
2024-02-22,Zsemle (db),Pékáru,333,95,31635,2024,2,Thursday
2024-02-22,Kifli (db),Pékáru,322,90,28980,2024,2,Thursday
2024-02-22,Vajas croissant,Édesség,58,485,28130,2024,2,Thursday
2024-02-22,Csokis croissant,Édesség,48,530,25440,2024,2,Thursday
2024-02-22,Túrós batyu,Édesség,50,455,22750,2024,2,Thursday
2024-02-22,Sajtos pogácsa,Pékáru,156,160,24960,2024,2,Thursday
2024-02-22,Fonott kalács,Kenyér,16,1295,20720,2024,2,Thursday
2024-02-22,Mákos rétes,Édesség,46,380,17480,2024,2,Thursday
2024-02-22,Diós rétes,Édesség,48,380,18240,2024,2,Thursday
2024-02-22,Muffin,Édesség,40,410,16400,2024,2,Thursday
2024-02-22,Szendvics,Egyéb,21,960,20160,2024,2,Thursday
2024-02-22,Baguette,Kenyér,25,700,17500,2024,2,Thursday
2024-02-23,Fehér kenyér,Kenyér,56,865,48440,2024,2,Friday
2024-02-23,Félbarna kenyér,Kenyér,42,920,38640,2024,2,Friday
2024-02-23,Teljes kiőrlésű kenyér,Kenyér,28,1025,28700,2024,2,Friday
2024-02-23,Zsemle (db),Pékáru,372,95,35340,2024,2,Friday
2024-02-23,Kifli (db),Pékáru,335,90,30150,2024,2,Friday
2024-02-23,Vajas croissant,Édesség,66,485,32010,2024,2,Friday
2024-02-23,Csokis croissant,Édesség,49,530,25970,2024,2,Friday
2024-02-23,Túrós batyu,Édesség,55,455,25025,2024,2,Friday
2024-02-23,Sajtos pogácsa,Pékáru,172,160,27520,2024,2,Friday
2024-02-23,Fonott kalács,Kenyér,18,1295,23310,2024,2,Friday
2024-02-23,Mákos rétes,Édesség,49,380,18620,2024,2,Friday
2024-02-23,Diós rétes,Édesség,57,380,21660,2024,2,Friday
2024-02-23,Muffin,Édesség,56,410,22960,2024,2,Friday
2024-02-23,Szendvics,Egyéb,23,960,22080,2024,2,Friday
2024-02-23,Baguette,Kenyér,22,700,15400,2024,2,Friday
2024-02-24,Fehér kenyér,Kenyér,75,865,64875,2024,2,Saturday
2024-02-24,Félbarna kenyér,Kenyér,55,920,50600,2024,2,Saturday
2024-02-24,Teljes kiőrlésű kenyér,Kenyér,37,1025,37925,2024,2,Saturday
2024-02-24,Zsemle (db),Pékáru,445,95,42275,2024,2,Saturday
2024-02-24,Kifli (db),Pékáru,477,90,42930,2024,2,Saturday
2024-02-24,Vajas croissant,Édesség,84,485,40740,2024,2,Saturday
2024-02-24,Csokis croissant,Édesség,70,530,37100,2024,2,Saturday
2024-02-24,Túrós batyu,Édesség,70,455,31850,2024,2,Saturday
2024-02-24,Sajtos pogácsa,Pékáru,191,160,30560,2024,2,Saturday
2024-02-24,Fonott kalács,Kenyér,22,1295,28490,2024,2,Saturday
2024-02-24,Mákos rétes,Édesség,68,380,25840,2024,2,Saturday
2024-02-24,Diós rétes,Édesség,68,380,25840,2024,2,Saturday
2024-02-24,Muffin,Édesség,72,410,29520,2024,2,Saturday
2024-02-24,Szendvics,Egyéb,30,960,28800,2024,2,Saturday
2024-02-24,Baguette,Kenyér,35,700,24500,2024,2,Saturday
2024-02-26,Fehér kenyér,Kenyér,50,865,43250,2024,2,Monday
2024-02-26,Félbarna kenyér,Kenyér,38,920,34960,2024,2,Monday
2024-02-26,Teljes kiőrlésű kenyér,Kenyér,25,1025,25625,2024,2,Monday
2024-02-26,Zsemle (db),Pékáru,300,95,28500,2024,2,Monday
2024-02-26,Kifli (db),Pékáru,308,90,27720,2024,2,Monday
2024-02-26,Vajas croissant,Édesség,53,485,25705,2024,2,Monday
2024-02-26,Csokis croissant,Édesség,45,530,23850,2024,2,Monday
2024-02-26,Túrós batyu,Édesség,49,455,22295,2024,2,Monday
2024-02-26,Sajtos pogácsa,Pékáru,141,160,22560,2024,2,Monday
2024-02-26,Fonott kalács,Kenyér,16,1295,20720,2024,2,Monday
2024-02-26,Mákos rétes,Édesség,47,380,17860,2024,2,Monday
2024-02-26,Diós rétes,Édesség,51,380,19380,2024,2,Monday
2024-02-26,Muffin,Édesség,45,410,18450,2024,2,Monday
2024-02-26,Szendvics,Egyéb,22,960,21120,2024,2,Monday
2024-02-26,Baguette,Kenyér,25,700,17500,2024,2,Monday
2024-02-27,Fehér kenyér,Kenyér,52,865,44980,2024,2,Tuesday
2024-02-27,Félbarna kenyér,Kenyér,38,920,34960,2024,2,Tuesday
2024-02-27,Teljes kiőrlésű kenyér,Kenyér,23,1025,23575,2024,2,Tuesday
2024-02-27,Zsemle (db),Pékáru,320,95,30400,2024,2,Tuesday
2024-02-27,Kifli (db),Pékáru,318,90,28620,2024,2,Tuesday
2024-02-27,Vajas croissant,Édesség,58,485,28130,2024,2,Tuesday
2024-02-27,Csokis croissant,Édesség,47,530,24910,2024,2,Tuesday
2024-02-27,Túrós batyu,Édesség,53,455,24115,2024,2,Tuesday
2024-02-27,Sajtos pogácsa,Pékáru,152,160,24320,2024,2,Tuesday
2024-02-27,Fonott kalács,Kenyér,16,1295,20720,2024,2,Tuesday
2024-02-27,Mákos rétes,Édesség,46,380,17480,2024,2,Tuesday
2024-02-27,Diós rétes,Édesség,45,380,17100,2024,2,Tuesday
2024-02-27,Muffin,Édesség,46,410,18860,2024,2,Tuesday
2024-02-27,Szendvics,Egyéb,21,960,20160,2024,2,Tuesday
2024-02-27,Baguette,Kenyér,22,700,15400,2024,2,Tuesday
2024-02-28,Fehér kenyér,Kenyér,47,865,40655,2024,2,Wednesday
2024-02-28,Félbarna kenyér,Kenyér,33,920,30360,2024,2,Wednesday
2024-02-28,Teljes kiőrlésű kenyér,Kenyér,22,1025,22550,2024,2,Wednesday
2024-02-28,Zsemle (db),Pékáru,284,95,26980,2024,2,Wednesday
2024-02-28,Kifli (db),Pékáru,280,90,25200,2024,2,Wednesday
2024-02-28,Vajas croissant,Édesség,51,485,24735,2024,2,Wednesday
2024-02-28,Csokis croissant,Édesség,44,530,23320,2024,2,Wednesday
2024-02-28,Túrós batyu,Édesség,44,455,20020,2024,2,Wednesday
2024-02-28,Sajtos pogácsa,Pékáru,127,160,20320,2024,2,Wednesday
2024-02-28,Fonott kalács,Kenyér,14,1295,18130,2024,2,Wednesday
2024-02-28,Mákos rétes,Édesség,47,380,17860,2024,2,Wednesday
2024-02-28,Diós rétes,Édesség,38,380,14440,2024,2,Wednesday
2024-02-28,Muffin,Édesség,40,410,16400,2024,2,Wednesday
2024-02-28,Szendvics,Egyéb,18,960,17280,2024,2,Wednesday
2024-02-28,Baguette,Kenyér,19,700,13300,2024,2,Wednesday
2024-02-29,Fehér kenyér,Kenyér,55,865,47575,2024,2,Thursday
2024-02-29,Félbarna kenyér,Kenyér,39,920,35880,2024,2,Thursday
2024-02-29,Teljes kiőrlésű kenyér,Kenyér,27,1025,27675,2024,2,Thursday
2024-02-29,Zsemle (db),Pékáru,354,95,33630,2024,2,Thursday
2024-02-29,Kifli (db),Pékáru,336,90,30240,2024,2,Thursday
2024-02-29,Vajas croissant,Édesség,62,485,30070,2024,2,Thursday
2024-02-29,Csokis croissant,Édesség,52,530,27560,2024,2,Thursday
2024-02-29,Túrós batyu,Édesség,54,455,24570,2024,2,Thursday
2024-02-29,Sajtos pogácsa,Pékáru,153,160,24480,2024,2,Thursday
2024-02-29,Fonott kalács,Kenyér,18,1295,23310,2024,2,Thursday
2024-02-29,Mákos rétes,Édesség,51,380,19380,2024,2,Thursday
2024-02-29,Diós rétes,Édesség,52,380,19760,2024,2,Thursday
2024-02-29,Muffin,Édesség,48,410,19680,2024,2,Thursday
2024-02-29,Szendvics,Egyéb,23,960,22080,2024,2,Thursday
2024-02-29,Baguette,Kenyér,23,700,16100,2024,2,Thursday
2024-03-01,Fehér kenyér,Kenyér,82,865,70930,2024,3,Friday
